Name,Roomsinfo,Beds,Location,DiscountPrice,ActualPrice,Reviews,Host
SPACIOUS 2BED HOUSE with Garden & Parking + WiFi,"Entire holiday home • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 850m²4 beds (2 singles, 1 double, 1 sofa bed)","<span class=""bb58e7a787"">Entire holiday home</span>",Shephall,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 125,774</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 158,258</span>","<div aria-label=""Scored 7.0 "" class=""b5cd09854e d10a6220b4"">7.0</div>","<div aria-label=""Good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Good<!-- --> </div>"
Porth Veor Manor Villas & Apartments,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 81m²4 beds (2 singles, 1 double, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>",Newquay,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 79,602</span>",,"<div aria-label=""Scored 8.9 "" class=""b5cd09854e d10a6220b4"">8.9</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
"2-Bedroom Parkhome in Uddingston, Glasgow","Entire chalet • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 45m²4 beds (2 singles, 1 sofa bed, 1 large double)","<span class=""bb58e7a787"">Entire chalet</span>",Uddingston,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 41,900</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 44,813</span>","<div aria-label=""Scored 9.6 "" class=""b5cd09854e d10a6220b4"">9.6</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
Beach Lodge,Entire apartment • 2 bedrooms • 2 bathrooms • 1 kitchen • 20m²2 double beds,"<span class=""bb58e7a787"">Entire apartment</span>",Camber,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 90,968</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 97,292</span>","<div aria-label=""Scored 9.3 "" class=""b5cd09854e d10a6220b4"">9.3</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
Central Belfast Apartments: Citygate,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 70m²4 beds (1 single, 2 extra-large doubles, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>",Belfast,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 72,444</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 86,088</span>","<div aria-label=""Scored 8.6 "" class=""b5cd09854e d10a6220b4"">8.6</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
"Host & Stay - Apartment Two, Hudsons Yard House",Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 62m²2 large double beds,"<span class=""bb58e7a787"">Entire apartment</span>",Whitby,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 106,578</span>",,"<div aria-label=""Scored 8.6 "" class=""b5cd09854e d10a6220b4"">8.6</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
Host & Stay - The Ruby Retreat Apartment,Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 84m²2 double beds,"<span class=""bb58e7a787"">Entire apartment</span>",Saltburn-by-the-Sea,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 66,777</span>",,"<div aria-label=""Scored 8.3 "" class=""b5cd09854e d10a6220b4"">8.3</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
The Picture House Apartments,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 54m²4 beds (2 singles, 1 double, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>","Everton, Liverpool","<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 143,873</span>",,"<div aria-label=""Scored 7.4 "" class=""b5cd09854e d10a6220b4"">7.4</div>","<div aria-label=""Good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Good<!-- --> </div>"
Bay Retreat Villas,"Entire villa • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 74m²4 beds (2 singles, 1 double, 1 sofa bed)","<span class=""bb58e7a787"">Entire villa</span>",Padstow,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 64,861</span>",,"<div aria-label=""Scored 8.3 "" class=""b5cd09854e d10a6220b4"">8.3</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Princes Street Suites,Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 80m²2 double beds,"<span class=""bb58e7a787"">Entire apartment</span>","Princes Street, Edinburgh","<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 218,845</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 234,060</span>","<div aria-label=""Scored 8.9 "" class=""b5cd09854e d10a6220b4"">8.9</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
Rose Hill Boutique Apartments Near Brighton Beach,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 60m²3 beds (1 single, 1 double, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>","Brighton City Centre, Brighton & Hove","<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 122,668</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 131,196</span>","<div aria-label=""Scored 7.7 "" class=""b5cd09854e d10a6220b4"">7.7</div>","<div aria-label=""Good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Good<!-- --> </div>"
Newquay Bay Resort - SummerBreeze PV54,"Entire holiday home • 2 bedrooms • 2 bathrooms • 1 kitchen • 33m²4 beds (2 singles, 1 sofa bed, 1 large double)","<span class=""bb58e7a787"">Entire holiday home</span>",Porth,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 55,959</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 85,499</span>","<div aria-label=""Scored 9.6 "" class=""b5cd09854e d10a6220b4"">9.6</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
The Heights at Athena Court,Entire apartment • 2 bedrooms • 2 bathrooms • 1 kitchen • 76m²2 double beds,"<span class=""bb58e7a787"">Entire apartment</span>",Maidenhead,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 90,858</span>",,"<div aria-label=""Scored 8.7 "" class=""b5cd09854e d10a6220b4"">8.7</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
Host & Stay - Routh Walk Apartment,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 55m²2 beds (1 double, 1 extra-large double)","<span class=""bb58e7a787"">Entire apartment</span>",Whitby,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 96,849</span>",,"<div aria-label=""Scored 8.4 "" class=""b5cd09854e d10a6220b4"">8.4</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Fisherman’s Cottage,"Entire holiday home • 2 bedrooms • 1 bathroom • 1 kitchen3 beds (2 singles, 1 double)","<span class=""bb58e7a787"">Entire holiday home</span>",Y Felinheli,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 88,211</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 94,343</span>","<div aria-label=""Scored 8.1 "" class=""b5cd09854e d10a6220b4"">8.1</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
"2-Bedroom Parkhome in Uddingston, Glasgow","Entire chalet • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 45m²4 beds (2 singles, 1 sofa bed, 1 large double)","<span class=""bb58e7a787"">Entire chalet</span>",Uddingston,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 44,813</span>",,"<div aria-label=""Scored 9.6 "" class=""b5cd09854e d10a6220b4"">9.6</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
"Coastline Villas - Heart of Redcar 1 & 2 Bed New Apartments, ideal for contractors and holidayers","Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen3 beds (1 double, 1 sofa bed, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",Redcar,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 59,436</span>",,"<div aria-label=""Scored 9.1 "" class=""b5cd09854e d10a6220b4"">9.1</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
Beach Lodge,Entire apartment • 2 bedrooms • 2 bathrooms • 1 kitchen • 20m²2 double beds,"<span class=""bb58e7a787"">Entire apartment</span>",Camber,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 97,292</span>",,"<div aria-label=""Scored 9.3 "" class=""b5cd09854e d10a6220b4"">9.3</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
Central Belfast Apartments: Citygate,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 70m²4 beds (1 single, 2 extra-large doubles, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>",Belfast,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 77,479</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 86,088</span>","<div aria-label=""Scored 8.6 "" class=""b5cd09854e d10a6220b4"">8.6</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
"Host & Stay - Apartment Two, Hudsons Yard House",Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 62m²2 large double beds,"<span class=""bb58e7a787"">Entire apartment</span>",Whitby,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 106,578</span>",,"<div aria-label=""Scored 8.6 "" class=""b5cd09854e d10a6220b4"">8.6</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
Tansterne Grange,"Entire holiday home • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen6 beds (3 singles, 2 sofa beds, 1 large double)","<span class=""bb58e7a787"">Entire holiday home</span>",Aldbrough,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 94,343</span>",,"<div aria-label=""Scored 9.2 "" class=""b5cd09854e d10a6220b4"">9.2</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
Host & Stay - The Ruby Retreat Apartment,Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 84m²2 double beds,"<span class=""bb58e7a787"">Entire apartment</span>",Saltburn-by-the-Sea,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 66,777</span>",,"<div aria-label=""Scored 8.3 "" class=""b5cd09854e d10a6220b4"">8.3</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
The Picture House Apartments,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 54m²4 beds (2 singles, 1 double, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>","Everton, Liverpool","<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 143,873</span>",,"<div aria-label=""Scored 7.4 "" class=""b5cd09854e d10a6220b4"">7.4</div>","<div aria-label=""Good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Good<!-- --> </div>"
Bay Retreat Villas,"Entire villa • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 74m²4 beds (2 singles, 1 double, 1 sofa bed)","<span class=""bb58e7a787"">Entire villa</span>",Padstow,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 64,861</span>",,"<div aria-label=""Scored 8.3 "" class=""b5cd09854e d10a6220b4"">8.3</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Princes Street Suites,Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 80m²2 double beds,"<span class=""bb58e7a787"">Entire apartment</span>","Princes Street, Edinburgh","<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 234,060</span>",,"<div aria-label=""Scored 8.9 "" class=""b5cd09854e d10a6220b4"">8.9</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
Rose Hill Boutique Apartments Near Brighton Beach,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 60m²3 beds (1 single, 1 double, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>","Brighton City Centre, Brighton & Hove","<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 131,196</span>",,"<div aria-label=""Scored 7.7 "" class=""b5cd09854e d10a6220b4"">7.7</div>","<div aria-label=""Good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Good<!-- --> </div>"
Newquay Bay Resort - SummerBreeze PV54,"Entire holiday home • 2 bedrooms • 2 bathrooms • 1 kitchen • 33m²4 beds (2 singles, 1 sofa bed, 1 large double)","<span class=""bb58e7a787"">Entire holiday home</span>",Porth,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 59,849</span>","<span aria-hidden=""true"" class=""a0c113411d e293a04099"">KES 85,499</span>","<div aria-label=""Scored 9.6 "" class=""b5cd09854e d10a6220b4"">9.6</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
The Heights at Athena Court,Entire apartment • 2 bedrooms • 2 bathrooms • 1 kitchen • 76m²2 double beds,"<span class=""bb58e7a787"">Entire apartment</span>",Maidenhead,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 90,858</span>",,"<div aria-label=""Scored 8.7 "" class=""b5cd09854e d10a6220b4"">8.7</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
Host & Stay - Routh Walk Apartment,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 55m²2 beds (1 double, 1 extra-large double)","<span class=""bb58e7a787"">Entire apartment</span>",Whitby,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 96,849</span>",,"<div aria-label=""Scored 8.4 "" class=""b5cd09854e d10a6220b4"">8.4</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Fisherman’s Cottage,"Entire holiday home • 2 bedrooms • 1 bathroom • 1 kitchen3 beds (2 singles, 1 double)","<span class=""bb58e7a787"">Entire holiday home</span>",Y Felinheli,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 94,343</span>",,"<div aria-label=""Scored 8.1 "" class=""b5cd09854e d10a6220b4"">8.1</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Host & Stay - North Quay Apartments,Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 53m²2 double beds,"<span class=""bb58e7a787"">Entire apartment</span>",Seaham,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 84,762</span>",,"<div aria-label=""Scored 8.2 "" class=""b5cd09854e d10a6220b4"">8.2</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Southampton Serviced Apartments,Entire apartment • 2 bedrooms • 2 bathrooms • 1 kitchen • 70m²2 large double beds,"<span class=""bb58e7a787"">Entire apartment</span>",Southampton,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 73,558</span>",,"<div aria-label=""Scored 7.8 "" class=""b5cd09854e d10a6220b4"">7.8</div>","<div aria-label=""Good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Good<!-- --> </div>"
Quire Court Apartment,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 50m²3 beds (2 singles, 1 double)","<span class=""bb58e7a787"">Entire apartment</span>",Gloucester,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 162,153</span>",,"<div aria-label=""Scored 8.7 "" class=""b5cd09854e d10a6220b4"">8.7</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
Host & Stay - The Blacksmiths,"Entire holiday home • 2 bedrooms • 1 bathroom • 1 kitchen • 67m²2 beds (1 double, 1 large double)","<span class=""bb58e7a787"">Entire holiday home</span>",Warkworth,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 109,674</span>",,"<div aria-label=""Scored 8.2 "" class=""b5cd09854e d10a6220b4"">8.2</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Host & Stay - The Moorings,Entire holiday home • 2 bedrooms • 1 bathroom • 1 kitchen • 96m²2 extra-large double beds,"<span class=""bb58e7a787"">Entire holiday home</span>",Runswick,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 117,487</span>",,"<div aria-label=""Scored 8.4 "" class=""b5cd09854e d10a6220b4"">8.4</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Cheerful 2 Bedroom home in Stoke on Trent,"Entire holiday home • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 200m²4 beds (2 singles, 1 double, 1 sofa bed)","<span class=""bb58e7a787"">Entire holiday home</span>",Longton,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 114,760</span>",,"<div aria-label=""Scored 7.5 "" class=""b5cd09854e d10a6220b4"">7.5</div>","<div aria-label=""Good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Good<!-- --> </div>"
"Little Eden Country Park, Bridlington with Private Hot Tubs","Entire holiday home • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 30m²3 beds (1 double, 2 bunk beds)","<span class=""bb58e7a787"">Entire holiday home</span>",Bridlington,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 701,678</span>",,"<div aria-label=""Scored 7.6 "" class=""b5cd09854e d10a6220b4"">7.6</div>","<div aria-label=""Good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Good<!-- --> </div>"
"St Giles, Thetford, 2BR House","Entire holiday home • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 15m²3 beds (2 doubles, 1 sofa bed)","<span class=""bb58e7a787"">Entire holiday home</span>",Thetford,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 47,172</span>",,"<div aria-label=""Scored 8.5 "" class=""b5cd09854e d10a6220b4"">8.5</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Host & Stay - Glenholme House,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 38m²2 beds (1 bunk bed, 1 large double)","<span class=""bb58e7a787"">Entire apartment</span>",Redcar,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 64,861</span>",,"<div aria-label=""Scored 8.9 "" class=""b5cd09854e d10a6220b4"">8.9</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
Host & Stay - Havelock Place Apartment,Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 57m²2 double beds,"<span class=""bb58e7a787"">Entire apartment</span>",Whitby,"<span aria-hidden=""true"" class=""fcab3ed991 bd73d13072"">KES 93,901</span>",,"<div aria-label=""Scored 8.2 "" class=""b5cd09854e d10a6220b4"">8.2</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Our City - King Stable Lane,Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 121m²2 double beds,"<span class=""bb58e7a787"">Entire apartment</span>","Edinburgh City Centre, Edinburgh",,,"<div aria-label=""Scored 7.9 "" class=""b5cd09854e d10a6220b4"">7.9</div>","<div aria-label=""Good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Good<!-- --> </div>"
23 C Allan Gardens,"Entire apartment • 2 bedrooms • 1 bathroom • 1 kitchen • 75m²3 beds (2 singles, 1 double)","<span class=""bb58e7a787"">Entire apartment</span>",Dornoch,,,"<div aria-label=""Scored 9.6 "" class=""b5cd09854e d10a6220b4"">9.6</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
Luxury Boutique Harbour Apartments - Heart of Torquay - Near Babbacoombe & Beach,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 68m²3 beds (1 double, 1 extra-large double, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>","Torquay City Centre, Torquay",,,"<div aria-label=""Scored 7.9 "" class=""b5cd09854e d10a6220b4"">7.9</div>","<div aria-label=""Good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Good<!-- --> </div>"
1 The Bay - Stunning contemporary flat on the Scottish coast,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 150m²3 beds (2 singles, 1 extra-large double)","<span class=""bb58e7a787"">Entire apartment</span>",Coldingham,,,"<div aria-label=""Scored 9.7 "" class=""b5cd09854e d10a6220b4"">9.7</div>","<div aria-label=""Exceptional"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Exceptional<!-- --> </div>"
"Entire Luxury apartment, 10mins from Cotswolds, Child friendly, Great Location & plenty of free parking nearby","Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 70m²3 beds (1 single, 1 extra-large double, 1 futon)","<span class=""bb58e7a787"">Entire apartment</span>",Evesham,,,"<div aria-label=""Scored 8.0 "" class=""b5cd09854e d10a6220b4"">8.0</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Devon House Guest House,Private suite • 13m²1 double bed,"<span class=""bb58e7a787"">Private suite</span>",Paignton,,,"<div aria-label=""Scored 9.1 "" class=""b5cd09854e d10a6220b4"">9.1</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
Host & Stay - Clarendon Apartments,Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 50m²2 large double beds,"<span class=""bb58e7a787"">Entire apartment</span>",Redcar,,,"<div aria-label=""Scored 8.5 "" class=""b5cd09854e d10a6220b4"">8.5</div>","<div aria-label=""Very good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Very good<!-- --> </div>"
Host & Stay - Vermont,"Entire holiday home • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 64m²3 beds (2 singles, 1 double)","<span class=""bb58e7a787"">Entire holiday home</span>",Marske-by-the-Sea,,,"<div aria-label=""Scored 9.2 "" class=""b5cd09854e d10a6220b4"">9.2</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
Host & Stay - Little Acorn Apartment,Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 51m²2 extra-large double beds,"<span class=""bb58e7a787"">Entire apartment</span>",Whitby,,,"<div aria-label=""Scored 9.0 "" class=""b5cd09854e d10a6220b4"">9.0</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
CITY STAY,"Entire holiday home • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 14m²3 beds (2 doubles, 1 sofa bed)","<span class=""bb58e7a787"">Entire holiday home</span>",Leeds,,,"<div aria-label=""Scored 6.7 "" class=""b5cd09854e d10a6220b4"">6.7</div>","<div aria-label=""Review score"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Review score<!-- --> </div>"
Appleton Apartments,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 57m²5 beds (4 singles, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>",Newark upon Trent,,,"<div aria-label=""Scored 8.7 "" class=""b5cd09854e d10a6220b4"">8.7</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
Row Farm Cottage,"Entire holiday home • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 60m²3 beds (2 singles, 1 double)","<span class=""bb58e7a787"">Entire holiday home</span>",Millom,,,"<div aria-label=""Scored 8.8 "" class=""b5cd09854e d10a6220b4"">8.8</div>","<div aria-label=""Fabulous"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Fabulous<!-- --> </div>"
Library Square Penthouse,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 80m²4 beds (2 singles, 1 extra-large double, 1 sofa bed)","<span class=""bb58e7a787"">Entire apartment</span>","Cathedral Quarter, Belfast",,,"<div aria-label=""Scored 7.4 "" class=""b5cd09854e d10a6220b4"">7.4</div>","<div aria-label=""Good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Good<!-- --> </div>"
The Stags Lodge,"Entire holiday home • 2 bedrooms • 2 bathrooms • 1 kitchen • 60m²3 beds (2 singles, 1 double)","<span class=""bb58e7a787"">Entire holiday home</span>",Newton on the Moor,,,"<div aria-label=""Scored 9.3 "" class=""b5cd09854e d10a6220b4"">9.3</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
"Little Oaks Chalet - St. Merryn, Padstow","Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 55m²3 beds (2 singles, 1 double)","<span class=""bb58e7a787"">Entire apartment</span>",Padstow,,,"<div aria-label=""Scored 9.0 "" class=""b5cd09854e d10a6220b4"">9.0</div>","<div aria-label=""Superb"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Superb<!-- --> </div>"
Braganza House,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 60m²4 beds (1 single, 1 extra-large double, 2 sofa beds)","<span class=""bb58e7a787"">Entire apartment</span>",Portsmouth,,,"<div aria-label=""Scored 7.9 "" class=""b5cd09854e d10a6220b4"">7.9</div>","<div aria-label=""Good"" class=""b5cd09854e f0d4d6a2f5 e46e88563a"">Good<!-- --> </div>"
